qaccver	saccver	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
CP001969.1	CP001969.1	97.368	570	15	0	567874	568443	5042174	5042743	0.0	970
CP001969.1	CP001969.1	80.096	1246	212	27	126540	127771	125849	127072	0.0	894
CP001969.1	CP001969.1	80.096	1246	212	27	125849	127072	126540	127771	0.0	894
CP001969.1	CP001969.1	88.315	736	80	5	1590425	1591157	1588073	1588805	0.0	878
CP001969.1	CP001969.1	88.315	736	80	5	1588073	1588805	1590425	1591157	0.0	878
CP001969.1	CP001969.1	90.992	655	46	4	605735	606376	558343	558997	0.0	870
CP001969.1	CP001969.1	90.992	655	46	4	558343	558997	605735	606376	0.0	870
CP001969.1	CP001969.1	87.600	750	87	5	1590425	1591171	1589249	1589995	0.0	865
CP001969.1	CP001969.1	87.583	749	89	3	1589249	1589995	1590425	1591171	0.0	865
CP001969.1	CP001969.1	86.052	803	110	2	2109036	2109837	1325206	1324405	0.0	861
CP001969.1	CP001969.1	86.052	803	110	2	1324405	1325206	2109837	2109036	0.0	861
CP001969.1	CP001969.1	87.761	719	80	7	1590425	1591139	1589690	1590404	0.0	833
CP001969.1	CP001969.1	87.744	718	82	5	1589690	1590404	1590425	1591139	0.0	833
CP001969.1	CP001969.1	94.747	533	21	5	2141199	2141726	1437719	1437189	0.0	822
CP001969.1	CP001969.1	94.747	533	21	5	1437189	1437719	2141726	2141199	0.0	822
CP001969.1	CP001969.1	89.793	627	62	2	1590532	1591157	1587739	1588364	0.0	802
CP001969.1	CP001969.1	89.776	626	64	0	1587739	1588364	1590532	1591157	0.0	802
CP001969.1	CP001969.1	97.130	453	13	0	2741218	2741670	1297233	1296781	0.0	765
CP001969.1	CP001969.1	97.130	453	13	0	1296781	1297233	2741670	2741218	0.0	765
CP001969.1	CP001969.1	88.721	594	59	4	5039796	5040382	566066	566658	0.0	719
CP001969.1	CP001969.1	88.721	594	59	4	566066	566658	5039796	5040382	0.0	719
CP001969.1	CP001969.1	93.333	480	28	4	2333799	2334276	2333702	2334179	0.0	706
CP001969.1	CP001969.1	93.333	480	28	4	2333702	2334179	2333799	2334276	0.0	706
CP001969.1	CP001969.1	87.934	605	54	8	2262030	2262616	1170546	1169943	0.0	695
CP001969.1	CP001969.1	87.934	605	54	8	1169943	1170546	2262616	2262030	0.0	695
CP001969.1	CP001969.1	97.506	401	9	1	4080379	4080779	4079414	4079813	0.0	684
CP001969.1	CP001969.1	97.506	401	9	1	4079414	4079813	4080379	4080779	0.0	684
CP001969.1	CP001969.1	92.873	463	33	0	2130767	2131229	575615	575153	0.0	673
CP001969.1	CP001969.1	92.873	463	33	0	575153	575615	2131229	2130767	0.0	673
CP001969.1	CP001969.1	79.615	986	157	26	2131627	2132604	1163699	1162750	0.0	667
CP001969.1	CP001969.1	79.575	989	158	26	1162750	1163702	2132604	2131624	0.0	667
CP001969.1	CP001969.1	88.330	557	61	4	2130110	2130664	1452034	1451480	0.0	665
CP001969.1	CP001969.1	88.330	557	61	4	1451480	1452034	2130664	2130110	0.0	665
CP001969.1	CP001969.1	82.459	724	123	3	2672421	2673142	989581	990302	1.47e-176	630
CP001969.1	CP001969.1	82.459	724	123	3	989581	990302	2672421	2673142	1.47e-176	630
CP001969.1	CP001969.1	96.505	372	11	1	1452386	1452755	576638	577009	1.48e-171	614
CP001969.1	CP001969.1	96.505	372	11	1	576638	577009	1452386	1452755	1.48e-171	614
CP001969.1	CP001969.1	92.523	428	32	0	5048957	5049384	3080473	3080046	1.48e-171	614
CP001969.1	CP001969.1	92.523	428	32	0	3080046	3080473	5049384	5048957	1.48e-171	614
CP001969.1	CP001969.1	96.953	361	8	2	3130229	3130588	3130089	3130447	3.19e-168	603
CP001969.1	CP001969.1	96.953	361	8	2	3130089	3130447	3130229	3130588	3.19e-168	603
CP001969.1	CP001969.1	96.185	367	12	1	1452391	1452755	1302079	1302445	4.13e-167	599
CP001969.1	CP001969.1	96.185	367	12	1	1302079	1302445	1452391	1452755	4.13e-167	599
CP001969.1	CP001969.1	91.324	438	26	3	2295639	2296064	1183515	1183952	8.95e-164	588
CP001969.1	CP001969.1	91.324	438	26	3	1183515	1183952	2295639	2296064	8.95e-164	588
CP001969.1	CP001969.1	93.979	382	22	1	2333896	2334276	2333702	2334083	1.94e-160	577
CP001969.1	CP001969.1	93.979	382	22	1	2333702	2334083	2333896	2334276	1.94e-160	577
CP001969.1	CP001969.1	82.371	641	105	7	1461795	1462433	1312193	1312827	1.17e-152	551
CP001969.1	CP001969.1	82.371	641	105	7	1312193	1312827	1461795	1462433	1.17e-152	551
CP001969.1	CP001969.1	74.046	1310	332	8	4699583	4700888	3358915	3360220	5.50e-146	529
CP001969.1	CP001969.1	74.066	1311	330	10	3358915	3360220	4699583	4700888	5.50e-146	529
CP001969.1	CP001969.1	91.799	378	31	0	2295111	2295488	1183020	1183397	1.98e-145	527
CP001969.1	CP001969.1	91.799	378	31	0	1183020	1183397	2295111	2295488	1.98e-145	527
CP001969.1	CP001969.1	89.639	415	37	5	2130767	2131178	1451059	1450648	2.56e-144	523
CP001969.1	CP001969.1	89.639	415	37	5	1450648	1451059	2131178	2130767	2.56e-144	523
CP001969.1	CP001969.1	88.836	421	47	0	1590148	1590568	1588825	1589245	1.19e-142	518
CP001969.1	CP001969.1	88.836	421	47	0	1588825	1589245	1590148	1590568	1.19e-142	518
CP001969.1	CP001969.1	95.077	325	14	2	2746674	2746998	1290605	1290283	1.99e-140	510
CP001969.1	CP001969.1	85.685	489	64	4	5069281	5069767	1323623	1324107	1.99e-140	510
CP001969.1	CP001969.1	94.801	327	17	0	1785474	1785800	1785378	1785704	1.99e-140	510
CP001969.1	CP001969.1	94.801	327	17	0	1785378	1785704	1785474	1785800	1.99e-140	510
CP001969.1	CP001969.1	95.077	325	14	2	1290283	1290605	2746998	2746674	1.99e-140	510
CP001969.1	CP001969.1	85.685	489	64	4	1323623	1324107	5069281	5069767	1.99e-140	510
CP001969.1	CP001969.1	87.191	445	57	0	2129676	2130120	1302460	1302016	2.58e-139	507
CP001969.1	CP001969.1	87.330	442	56	0	1302019	1302460	2130117	2129676	2.58e-139	507
CP001969.1	CP001969.1	85.361	485	70	1	1323623	1324107	598629	599112	1.20e-137	501
CP001969.1	CP001969.1	85.361	485	70	1	598629	599112	1323623	1324107	1.20e-137	501
CP001969.1	CP001969.1	87.886	421	51	0	1588825	1589245	1588531	1588951	5.58e-136	496
CP001969.1	CP001969.1	87.886	421	51	0	1588531	1588951	1588825	1589245	5.58e-136	496
CP001969.1	CP001969.1	93.846	325	19	1	1326005	1326329	601007	601330	9.33e-134	488
CP001969.1	CP001969.1	93.846	325	19	1	601007	601330	1326005	1326329	9.33e-134	488
CP001969.1	CP001969.1	84.426	488	72	2	2110135	2110621	1324107	1323623	2.02e-130	477
CP001969.1	CP001969.1	84.426	488	72	2	1323623	1324107	2110621	2110135	2.02e-130	477
CP001969.1	CP001969.1	88.978	372	37	4	1474362	1474733	598623	598990	2.63e-124	457
CP001969.1	CP001969.1	88.978	372	37	4	598623	598990	1474362	1474733	2.63e-124	457
CP001969.1	CP001969.1	88.740	373	39	3	2110257	2110627	1474733	1474362	3.40e-123	453
CP001969.1	CP001969.1	88.391	379	41	3	1474362	1474739	2110627	2110251	3.40e-123	453
CP001969.1	CP001969.1	94.828	290	13	2	5073011	5073298	1325978	1326267	1.22e-122	451
CP001969.1	CP001969.1	94.828	290	13	2	1325978	1326267	5073011	5073298	1.22e-122	451
CP001969.1	CP001969.1	94.502	291	14	2	2752228	2752517	1286619	1286330	1.58e-121	448
CP001969.1	CP001969.1	94.502	291	14	2	1286330	1286619	2752517	2752228	1.58e-121	448
CP001969.1	CP001969.1	87.863	379	44	2	2129684	2130062	1452762	1452386	2.05e-120	444
CP001969.1	CP001969.1	88.525	366	42	0	1452397	1452762	2130049	2129684	2.05e-120	444
CP001969.1	CP001969.1	93.814	291	18	0	2286166	2286456	1175409	1175699	9.53e-119	438
CP001969.1	CP001969.1	84.807	441	61	5	1590425	1590862	1588514	1588951	9.53e-119	438
CP001969.1	CP001969.1	84.807	441	61	5	1590425	1590862	1590131	1590568	9.53e-119	438
CP001969.1	CP001969.1	84.773	440	63	3	1588514	1588951	1590425	1590862	9.53e-119	438
CP001969.1	CP001969.1	84.773	440	63	3	1590131	1590568	1590425	1590862	9.53e-119	438
CP001969.1	CP001969.1	93.814	291	18	0	1175409	1175699	2286166	2286456	9.53e-119	438
CP001969.1	CP001969.1	89.337	347	37	0	1588605	1588951	1587723	1588069	3.43e-118	436
CP001969.1	CP001969.1	89.337	347	37	0	1587723	1588069	1588605	1588951	3.43e-118	436
CP001969.1	CP001969.1	89.049	347	38	0	1590222	1590568	1587723	1588069	1.60e-116	431
CP001969.1	CP001969.1	89.049	347	38	0	1587723	1588069	1590222	1590568	1.60e-116	431
CP001969.1	CP001969.1	92.905	296	18	1	2140274	2140566	1438437	1438142	2.06e-115	427
CP001969.1	CP001969.1	92.905	296	18	1	1438142	1438437	2140566	2140274	2.06e-115	427
CP001969.1	CP001969.1	87.105	380	44	5	5069275	5069651	1474362	1474739	7.42e-115	425
CP001969.1	CP001969.1	87.105	380	44	5	1474362	1474739	5069275	5069651	7.42e-115	425
CP001969.1	CP001969.1	94.834	271	14	0	2910865	2911135	1286349	1286619	2.67e-114	424
CP001969.1	CP001969.1	94.834	271	14	0	1286349	1286619	2910865	2911135	2.67e-114	424
CP001969.1	CP001969.1	93.727	271	17	0	2107967	2108237	1326275	1326005	2.69e-109	407
CP001969.1	CP001969.1	93.727	271	17	0	1326005	1326275	2108237	2107967	2.69e-109	407
CP001969.1	CP001969.1	92.042	289	22	1	5073011	5073298	600981	601269	9.67e-109	405
CP001969.1	CP001969.1	92.042	289	22	1	5073011	5073298	2108263	2107975	9.67e-109	405
CP001969.1	CP001969.1	92.042	289	22	1	600981	601269	5073011	5073298	9.67e-109	405
CP001969.1	CP001969.1	92.042	289	22	1	2107975	2108263	5073298	5073011	9.67e-109	405
CP001969.1	CP001969.1	92.226	283	22	0	2641316	2641598	2641225	2641507	1.25e-107	401
CP001969.1	CP001969.1	92.226	283	22	0	2641225	2641507	2641316	2641598	1.25e-107	401
CP001969.1	CP001969.1	96.296	243	9	0	1093884	1094126	1093783	1094025	4.50e-107	399
CP001969.1	CP001969.1	96.296	243	9	0	1093783	1094025	1093884	1094126	4.50e-107	399
CP001969.1	CP001969.1	91.186	295	25	1	3959233	3959527	2266805	2267098	4.50e-107	399
CP001969.1	CP001969.1	91.186	295	25	1	2266805	2267098	3959233	3959527	4.50e-107	399
CP001969.1	CP001969.1	92.908	282	3	7	781147	781428	780958	781222	2.09e-105	394
CP001969.1	CP001969.1	92.908	282	3	7	780958	781222	781147	781428	2.09e-105	394
CP001969.1	CP001969.1	91.608	286	22	2	2333992	2334276	2333702	2333986	2.09e-105	394
CP001969.1	CP001969.1	91.608	286	22	2	2333702	2333986	2333992	2334276	2.09e-105	394
CP001969.1	CP001969.1	92.620	271	20	0	1477588	1477858	606406	606676	2.71e-104	390
CP001969.1	CP001969.1	92.620	271	20	0	606406	606676	1477588	1477858	2.71e-104	390
CP001969.1	CP001969.1	86.994	346	42	3	1475915	1476258	1475782	1476126	3.50e-103	387
CP001969.1	CP001969.1	86.994	346	42	3	1475782	1476126	1475915	1476258	3.50e-103	387
CP001969.1	CP001969.1	79.335	571	99	14	132164	132720	131855	132420	4.53e-102	383
CP001969.1	CP001969.1	79.335	571	99	14	131855	132420	132164	132720	4.53e-102	383
CP001969.1	CP001969.1	96.444	225	8	0	1469381	1469605	1319808	1320032	9.81e-99	372
CP001969.1	CP001969.1	96.444	225	8	0	1319808	1320032	1469381	1469605	9.81e-99	372
CP001969.1	CP001969.1	75.093	807	188	13	1324405	1325206	599410	600208	1.64e-96	364
CP001969.1	CP001969.1	95.982	224	9	0	2741006	2741229	1297969	1297746	1.64e-96	364
CP001969.1	CP001969.1	75.185	810	182	16	599410	600208	1324405	1325206	1.64e-96	364
CP001969.1	CP001969.1	95.982	224	9	0	1297746	1297969	2741229	2741006	1.64e-96	364
CP001969.1	CP001969.1	92.800	250	16	2	2286449	2286697	1176130	1176378	2.12e-95	361
CP001969.1	CP001969.1	92.800	250	16	2	1176130	1176378	2286449	2286697	2.12e-95	361
CP001969.1	CP001969.1	92.713	247	18	0	2369183	2369429	2368855	2369101	2.75e-94	357
CP001969.1	CP001969.1	92.713	247	18	0	2368855	2369101	2369183	2369429	2.75e-94	357
CP001969.1	CP001969.1	96.279	215	8	0	1331741	1331955	1284286	1284500	3.55e-93	353
CP001969.1	CP001969.1	96.279	215	8	0	1284286	1284500	1331741	1331955	3.55e-93	353
CP001969.1	CP001969.1	83.422	374	61	1	1474366	1474738	1323617	1323990	5.94e-91	346
CP001969.1	CP001969.1	83.422	374	61	1	1323617	1323990	1474366	1474738	5.94e-91	346
CP001969.1	CP001969.1	95.023	221	8	2	3130369	3130588	3130089	3130307	2.14e-90	344
CP001969.1	CP001969.1	95.023	221	8	2	3130089	3130307	3130369	3130588	2.14e-90	344
CP001969.1	CP001969.1	99.474	190	0	1	4816557	4816745	4816445	4816634	2.14e-90	344
CP001969.1	CP001969.1	99.474	190	0	1	4816445	4816634	4816557	4816745	2.14e-90	344
CP001969.1	CP001969.1	78.704	540	96	13	127237	127771	125849	126374	7.69e-90	342
CP001969.1	CP001969.1	78.704	540	96	13	125849	126374	127237	127771	7.69e-90	342
CP001969.1	CP001969.1	98.953	191	2	0	3254890	3255080	3254780	3254970	7.69e-90	342
CP001969.1	CP001969.1	98.953	191	2	0	3254780	3254970	3254890	3255080	7.69e-90	342
CP001969.1	CP001969.1	85.669	314	44	1	5067874	5068186	1322887	1323200	5.99e-86	329
CP001969.1	CP001969.1	85.669	314	44	1	1322887	1323200	5067874	5068186	5.99e-86	329
CP001969.1	CP001969.1	76.705	601	132	8	1078189	1078785	771898	772494	2.15e-85	327
CP001969.1	CP001969.1	76.705	601	132	8	771898	772494	1078189	1078785	2.15e-85	327
CP001969.1	CP001969.1	92.208	231	18	0	1785570	1785800	1785378	1785608	2.15e-85	327
CP001969.1	CP001969.1	92.208	231	18	0	1785378	1785608	1785570	1785800	2.15e-85	327
CP001969.1	CP001969.1	82.927	369	53	10	4080378	4080741	1388639	1389002	2.79e-84	324
CP001969.1	CP001969.1	82.927	369	53	10	1388639	1389002	4080378	4080741	2.79e-84	324
CP001969.1	CP001969.1	92.727	220	14	2	280055	280272	279955	280174	4.66e-82	316
CP001969.1	CP001969.1	92.727	220	14	2	279955	280174	280055	280272	4.66e-82	316
CP001969.1	CP001969.1	82.016	367	58	8	4079414	4079776	1388640	1389002	1.01e-78	305
CP001969.1	CP001969.1	82.016	367	58	8	1388640	1389002	4079414	4079776	1.01e-78	305
CP001969.1	CP001969.1	97.175	177	5	0	1413564	1413740	1161634	1161810	4.69e-77	300
CP001969.1	CP001969.1	97.175	177	5	0	1161634	1161810	1413564	1413740	4.69e-77	300
CP001969.1	CP001969.1	85.765	281	40	0	4148794	4149074	4148560	4148840	1.69e-76	298
CP001969.1	CP001969.1	99.367	158	0	1	2796327	2796484	781274	781430	1.31e-72	285
CP001969.1	CP001969.1	99.367	158	0	1	781274	781430	2796327	2796484	1.31e-72	285
CP001969.1	CP001969.1	95.531	179	5	3	2747462	2747639	1290311	1290135	4.73e-72	283
CP001969.1	CP001969.1	95.531	179	5	3	1290135	1290311	2747639	2747462	4.73e-72	283
CP001969.1	CP001969.1	80.863	371	58	12	4079895	4080259	1388639	1389002	6.12e-71	279
CP001969.1	CP001969.1	80.759	369	62	9	1388639	1389002	4079895	4080259	6.12e-71	279
CP001969.1	CP001969.1	98.718	156	0	1	2796327	2796482	781069	781222	7.91e-70	276
CP001969.1	CP001969.1	89.815	216	21	1	1478963	1479178	1477914	1478128	7.91e-70	276
CP001969.1	CP001969.1	89.815	216	21	1	1477914	1478128	1478963	1479178	7.91e-70	276
CP001969.1	CP001969.1	98.718	156	0	1	781069	781222	2796327	2796482	7.91e-70	276
CP001969.1	CP001969.1	94.857	175	8	1	4438954	4439128	3794420	3794247	1.02e-68	272
CP001969.1	CP001969.1	95.349	172	7	1	3794250	3794420	4439125	4438954	1.02e-68	272
CP001969.1	CP001969.1	92.593	189	13	1	2334089	2334276	2333702	2333890	3.68e-68	270
CP001969.1	CP001969.1	92.593	189	13	1	2333702	2333890	2334089	2334276	3.68e-68	270
CP001969.1	CP001969.1	89.573	211	12	7	5028369	5028571	5028248	5028456	7.97e-65	259
CP001969.1	CP001969.1	89.573	211	12	7	5028248	5028456	5028369	5028571	7.97e-65	259
CP001969.1	CP001969.1	90.104	192	19	0	2641407	2641598	2641225	2641416	4.79e-62	250
CP001969.1	CP001969.1	90.104	192	19	0	2641225	2641416	2641407	2641598	4.79e-62	250
CP001969.1	CP001969.1	89.848	197	11	5	3096637	3096826	3053515	3053709	2.23e-60	244
CP001969.1	CP001969.1	89.848	197	11	5	3053515	3053709	3096637	3096826	2.23e-60	244
CP001969.1	CP001969.1	91.620	179	12	3	4573371	4573549	3794420	3794245	2.23e-60	244
CP001969.1	CP001969.1	91.620	179	12	3	3794245	3794420	4573549	4573371	2.23e-60	244
CP001969.1	CP001969.1	92.353	170	11	2	3794252	3794419	3023814	3023983	2.89e-59	241
CP001969.1	CP001969.1	92.353	170	11	2	3023814	3023983	3794252	3794419	2.89e-59	241
CP001969.1	CP001969.1	88.293	205	14	5	2796205	2796405	2796085	2796283	3.73e-58	237
CP001969.1	CP001969.1	88.350	206	12	6	2796085	2796283	2796205	2796405	3.73e-58	237
CP001969.1	CP001969.1	81.879	298	29	16	2333896	2334179	279965	280251	2.25e-55	228
CP001969.1	CP001969.1	81.879	298	29	16	279965	280251	2333896	2334179	2.25e-55	228
CP001969.1	CP001969.1	91.071	168	15	0	5070021	5070188	5069832	5069999	2.25e-55	228
CP001969.1	CP001969.1	91.071	168	15	0	5069832	5069999	5070021	5070188	2.25e-55	228
CP001969.1	CP001969.1	97.037	135	3	1	3794286	3794419	233545	233411	8.08e-55	226
CP001969.1	CP001969.1	97.037	135	3	1	4320457	4320591	3794419	3794286	8.08e-55	226
CP001969.1	CP001969.1	97.037	135	3	1	233411	233545	3794419	3794286	8.08e-55	226
CP001969.1	CP001969.1	97.037	135	3	1	3794286	3794419	4320591	4320457	8.08e-55	226
CP001969.1	CP001969.1	95.070	142	6	1	3794525	3794666	3794280	3794420	1.05e-53	222
CP001969.1	CP001969.1	96.324	136	4	1	4613540	4613675	3794420	3794286	1.05e-53	222
CP001969.1	CP001969.1	95.070	142	6	1	3794280	3794420	3794525	3794666	1.05e-53	222
CP001969.1	CP001969.1	96.324	136	4	1	3794286	3794420	4613675	4613540	1.05e-53	222
CP001969.1	CP001969.1	97.619	126	3	0	3397425	3397550	803188	803313	4.86e-52	217
CP001969.1	CP001969.1	97.619	126	3	0	803188	803313	3397425	3397550	4.86e-52	217
CP001969.1	CP001969.1	96.212	132	5	0	4483671	4483802	4483579	4483710	4.86e-52	217
CP001969.1	CP001969.1	96.212	132	5	0	4483579	4483710	4483671	4483802	4.86e-52	217
CP001969.1	CP001969.1	93.662	142	9	0	1093985	1094126	1093783	1093924	6.29e-51	213
CP001969.1	CP001969.1	93.662	142	9	0	1093783	1093924	1093985	1094126	6.29e-51	213
CP001969.1	CP001969.1	84.579	214	32	1	2671132	2671345	2671001	2671213	2.26e-50	211
CP001969.1	CP001969.1	84.579	214	32	1	2671001	2671213	2671132	2671345	2.26e-50	211
CP001969.1	CP001969.1	89.017	173	15	3	4706891	4707061	4483584	4483754	2.26e-50	211
CP001969.1	CP001969.1	89.017	173	15	3	4483584	4483754	4706891	4707061	2.26e-50	211
CP001969.1	CP001969.1	88.701	177	13	6	4706891	4707061	2334048	2334223	8.14e-50	209
CP001969.1	CP001969.1	88.701	177	13	6	2334048	2334223	4706891	4707061	8.14e-50	209
CP001969.1	CP001969.1	91.391	151	11	2	630877	631026	9805	9954	1.05e-48	206
CP001969.1	CP001969.1	91.391	151	11	2	9805	9954	630877	631026	1.05e-48	206
CP001969.1	CP001969.1	86.567	201	10	9	781477	781661	781353	781552	1.05e-48	206
CP001969.1	CP001969.1	86.567	201	10	9	781353	781552	781477	781661	1.05e-48	206
CP001969.1	CP001969.1	96.748	123	4	0	4652395	4652517	4652304	4652426	1.05e-48	206
CP001969.1	CP001969.1	96.748	123	4	0	4652304	4652426	4652395	4652517	1.05e-48	206
CP001969.1	CP001969.1	80.464	302	29	20	2333992	2334277	279965	280252	3.79e-48	204
CP001969.1	CP001969.1	80.333	300	33	16	279965	280252	2333992	2334277	3.79e-48	204
CP001969.1	CP001969.1	80.268	299	33	15	2333799	2334083	279965	280251	1.36e-47	202
CP001969.1	CP001969.1	99.107	112	1	0	2796407	2796518	781586	781697	1.36e-47	202
CP001969.1	CP001969.1	80.268	299	33	15	279965	280251	2333799	2334083	1.36e-47	202
CP001969.1	CP001969.1	99.107	112	1	0	781586	781697	2796407	2796518	1.36e-47	202
CP001969.1	CP001969.1	87.293	181	15	7	4706891	4707064	2333855	2334034	4.90e-47	200
CP001969.1	CP001969.1	87.293	181	15	7	2333855	2334034	4706891	4707064	4.90e-47	200
CP001969.1	CP001969.1	87.647	170	20	1	1479009	1479178	601303	601471	6.34e-46	196
CP001969.1	CP001969.1	87.647	170	20	1	601303	601471	1479009	1479178	6.34e-46	196
CP001969.1	CP001969.1	79.710	276	52	3	1590866	1591139	1590425	1590698	6.34e-46	196
CP001969.1	CP001969.1	79.710	276	52	3	1590425	1590698	1590866	1591139	6.34e-46	196
CP001969.1	CP001969.1	88.750	160	17	1	2296546	2296704	1169944	1170103	2.28e-45	195
CP001969.1	CP001969.1	88.344	163	18	1	2296543	2296704	2262619	2262457	2.28e-45	195
CP001969.1	CP001969.1	88.344	163	18	1	2262457	2262619	2296704	2296543	2.28e-45	195
CP001969.1	CP001969.1	88.750	160	17	1	1169944	1170103	2296546	2296704	2.28e-45	195
CP001969.1	CP001969.1	79.599	299	35	17	2333702	2333986	279965	280251	2.95e-44	191
CP001969.1	CP001969.1	79.599	299	35	17	279965	280251	2333702	2333986	2.95e-44	191
CP001969.1	CP001969.1	88.961	154	11	3	5047609	5047756	1448822	1448975	1.37e-42	185
CP001969.1	CP001969.1	88.961	154	11	3	1448822	1448975	5047609	5047756	1.37e-42	185
CP001969.1	CP001969.1	88.742	151	15	2	3409281	3409430	9805	9954	4.93e-42	183
CP001969.1	CP001969.1	88.312	154	16	2	3409280	3409432	630876	631028	4.93e-42	183
CP001969.1	CP001969.1	88.312	154	16	2	630876	631028	3409280	3409432	4.93e-42	183
CP001969.1	CP001969.1	88.742	151	15	2	9805	9954	3409281	3409430	4.93e-42	183
CP001969.1	CP001969.1	95.536	112	5	0	2187794	2187905	2147999	2147888	6.38e-41	180
CP001969.1	CP001969.1	95.536	112	5	0	2147888	2147999	2187905	2187794	6.38e-41	180
CP001969.1	CP001969.1	92.742	124	9	0	4786936	4787059	3441061	3440938	6.38e-41	180
CP001969.1	CP001969.1	92.800	125	7	2	3440938	3441061	4787059	4786936	6.38e-41	180
CP001969.1	CP001969.1	84.574	188	19	5	4425877	4426054	2333992	2334179	2.29e-40	178
CP001969.1	CP001969.1	84.574	188	19	5	2333992	2334179	4425877	4426054	2.29e-40	178
CP001969.1	CP001969.1	83.684	190	25	5	5080843	5081030	280016	280201	2.97e-39	174
CP001969.1	CP001969.1	84.574	188	15	9	5080845	5081029	373439	373615	2.97e-39	174
CP001969.1	CP001969.1	83.684	190	25	5	280016	280201	5080843	5081030	2.97e-39	174
CP001969.1	CP001969.1	84.574	188	15	9	373439	373615	5080845	5081029	2.97e-39	174
CP001969.1	CP001969.1	89.781	137	11	3	4995383	4995517	9805	9940	1.07e-38	172
CP001969.1	CP001969.1	98.969	97	0	1	1406689	1406785	1406571	1406666	1.07e-38	172
CP001969.1	CP001969.1	98.969	97	0	1	1406571	1406666	1406689	1406785	1.07e-38	172
CP001969.1	CP001969.1	89.630	135	14	0	1785666	1785800	1785378	1785512	1.07e-38	172
CP001969.1	CP001969.1	89.630	135	14	0	1785378	1785512	1785666	1785800	1.07e-38	172
CP001969.1	CP001969.1	89.706	136	13	1	5080845	5080979	4142887	4143022	1.07e-38	172
CP001969.1	CP001969.1	89.781	137	11	3	9805	9940	4995383	4995517	1.07e-38	172
CP001969.1	CP001969.1	89.706	136	13	1	4142887	4143022	5080845	5080979	1.07e-38	172
CP001969.1	CP001969.1	87.755	147	15	3	1663055	1663199	9952	9807	1.38e-37	169
CP001969.1	CP001969.1	91.200	125	9	2	831881	832004	630876	630999	1.38e-37	169
CP001969.1	CP001969.1	91.200	125	9	2	630876	630999	831881	832004	1.38e-37	169
CP001969.1	CP001969.1	84.571	175	21	1	2131687	2131855	1449026	1448852	1.38e-37	169
CP001969.1	CP001969.1	87.755	147	15	3	9807	9952	1663199	1663055	1.38e-37	169
CP001969.1	CP001969.1	86.420	162	12	4	1448867	1449026	2131840	2131687	1.38e-37	169
CP001969.1	CP001969.1	90.076	131	9	3	831876	832004	9799	9927	4.97e-37	167
CP001969.1	CP001969.1	90.076	131	9	3	9799	9927	831876	832004	4.97e-37	167
CP001969.1	CP001969.1	83.938	193	12	11	5080842	5081030	2334045	2334222	4.97e-37	167
