genomic island,type of genomic island,role of the genomic island,base composition (%G+C),strain,strain Genbank sequence ID,genomic island GenBank Sequence ID,size (kb),start,end,source(s),PMID(s),notes,file name,,,
SaPI1,,,,Staphylococcus aureus subspecies aureus,,U93688.2,,,,"Lindsay, Jodi A., et al. ""The Gene for Toxic Shock Toxin Is Carried by a Family of Mobile Pathogenicity Islands in Staphylococcus Aureus."" Molecular Microbiology, vol. 29, no. 2, 1998, pp. 527-543., doi:10.1046/j.1365-2958.1998.00947.x.",9720870,,U93688.2.fasta,,,
SaPI1,,,,Staphylococcus aureus subspecies aureus,,AB983198.1,,,,"Lindsay, Jodi A., et al. ""The Gene for Toxic Shock Toxin Is Carried by a Family of Mobile Pathogenicity Islands in Staphylococcus Aureus."" Molecular Microbiology, vol. 29, no. 2, 1998, pp. 527-543., doi:10.1046/j.1365-2958.1998.00947.x.",9720870,,AB983198.1.fasta,,,
SaPI1-RN4282,,,31,Staphylococcus aureus subspecies aureus strain RN4282,,,15.2,,,"Lindsay, Jodi A., et al. ""The Gene for Toxic Shock Toxin Is Carried by a Family of Mobile Pathogenicity Islands in Staphylococcus Aureus."" Molecular Microbiology, vol. 29, no. 2, 1998, pp. 527-543., doi:10.1046/j.1365-2958.1998.00947.x.",9720870,,,,,
SaPI2,,,,Staphylococcus aureus subspecies aureus,,EF010993.1,,,,"Lindsay, Jodi A., et al. ""The Gene for Toxic Shock Toxin Is Carried by a Family of Mobile Pathogenicity Islands in Staphylococcus Aureus."" Molecular Microbiology, vol. 29, no. 2, 1998, pp. 527-543., doi:10.1046/j.1365-2958.1998.00947.x.",9720870,,EF010993.1.fasta,,,
SCC,,,,Staphylococcus aureus subspecies aureus strain MW2,BA000033.2,,,34150,,"Baba, Tadashi, et al. ""Genome and Virulence Determinants of High Virulence Community-Acquired MRSA."" The Lancet, vol. 359, no. 9320, 2002, pp. 1819-1827., doi:10.1016/s0140-6736(02)08713-5.",12044378,,,,,
uSa1,,,,Staphylococcus aureus subspecies aureus strain MW2,BA000033.2,,,879794,,"Baba, Tadashi, et al. ""Genome and Virulence Determinants of High Virulence Community-Acquired MRSA."" The Lancet, vol. 359, no. 9320, 2002, pp. 1819-1827., doi:10.1016/s0140-6736(02)08713-5.",12044378,,,,,
uSa2,,,,Staphylococcus aureus subspecies aureus strain MW2,BA000033.2,,,415781,,"Baba, Tadashi, et al. ""Genome and Virulence Determinants of High Virulence Community-Acquired MRSA."" The Lancet, vol. 359, no. 9320, 2002, pp. 1819-1827., doi:10.1016/s0140-6736(02)08713-5.",12044378,,,,,
uSa3,,,,Staphylococcus aureus subspecies aureus strain MW2,BA000033.2,,,839358,,"Baba, Tadashi, et al. ""Genome and Virulence Determinants of High Virulence Community-Acquired MRSA."" The Lancet, vol. 359, no. 9320, 2002, pp. 1819-1827., doi:10.1016/s0140-6736(02)08713-5.",12044378,,,,,
νSa4,,,,Staphylococcus aureus subspecies aureus strain MW2,BA000033.2,,,2098129,2100838,"Baba, Tadashi, et al. ""Genome and Virulence Determinants of High Virulence Community-Acquired MRSA."" The Lancet, vol. 359, no. 9320, 2002, pp. 1819-1827., doi:10.1016/s0140-6736(02)08713-5.",12044378,,BA000033.2_2098129_2100838.fasta,,,
vSa3/vSa3mw,,,,Staphylococcus aureus subspecies aureus strain MW2,BA000033.2,,,,,"Baba, Tadashi, et al. ""Genome and Virulence Determinants of High Virulence Community-Acquired MRSA."" The Lancet, vol. 359, no. 9320, 2002, pp. 1819-1827., doi:10.1016/s0140-6736(02)08713-5.",12044378,,,,,
νSaα2,,Encode for a broken transposase gene and a restriction-modification system composed of hsdS and hsdM (hsd stands for host specificity determinant),,Staphylococcus aureus subspecies aureus strain MW2,BA000033.2,,,416307,450787,"Baba, Tadashi, et al. ""Genome and Virulence Determinants of High Virulence Community-Acquired MRSA."" The Lancet, vol. 359, no. 9320, 2002, pp. 1819-1827., doi:10.1016/s0140-6736(02)08713-5. ; Baba, T., et al. ""Genome Sequence of Staphylococcus Aureus Strain Newman and Comparative Analysis of Staphylococcal Genomes: Polymorphism and Evolution of Two Major Pathogenicity Islands."" Journal of Bacteriology, vol. 190, no. 1, 2007, pp. 300-310., doi:10.1128/jb.01000-07. ; Moon, Bo Youn, et al. ""Mobilization of Genomic Islands of Staphylococcus Aureus by Temperate Bacteriophage."" Plos One, vol. 11, no. 3, 2016, doi:10.1371/journal.pone.0151409.",12044378 ; 17951380 ; 26953931,,BA000033.2_416307_450787.fasta,,,
νSaα3,,,,Staphylococcus aureus subspecies aureus strain MW2,BA000033.2,,,839705,853484,"Baba, Tadashi, et al. ""Genome and Virulence Determinants of High Virulence Community-Acquired MRSA."" The Lancet, vol. 359, no. 9320, 2002, pp. 1819-1827., doi:10.1016/s0140-6736(02)08713-5. ; Baba, T., et al. ""Genome Sequence of Staphylococcus Aureus Strain Newman and Comparative Analysis of Staphylococcal Genomes: Polymorphism and Evolution of Two Major Pathogenicity Islands."" Journal of Bacteriology, vol. 190, no. 1, 2007, pp. 300-310., doi:10.1128/jb.01000-07. ; Moon, Bo Youn, et al. ""Mobilization of Genomic Islands of Staphylococcus Aureus by Temperate Bacteriophage."" Plos One, vol. 11, no. 3, 2016, doi:10.1371/journal.pone.0151409.",12044378 ; 17951380 ; 26953931,,BA000033.2_839705_853484.fasta,,,
νSaβ2,,,,Staphylococcus aureus subspecies aureus strain MW2,BA000033.2,,,1893263,1922552,"Baba, Tadashi, et al. ""Genome and Virulence Determinants of High Virulence Community-Acquired MRSA."" The Lancet, vol. 359, no. 9320, 2002, pp. 1819-1827., doi:10.1016/s0140-6736(02)08713-5. ; Baba, T., et al. ""Genome Sequence of Staphylococcus Aureus Strain Newman and Comparative Analysis of Staphylococcal Genomes: Polymorphism and Evolution of Two Major Pathogenicity Islands."" Journal of Bacteriology, vol. 190, no. 1, 2007, pp. 300-310., doi:10.1128/jb.01000-07. ; Moon, Bo Youn, et al. ""Mobilization of Genomic Islands of Staphylococcus Aureus by Temperate Bacteriophage."" Plos One, vol. 11, no. 3, 2016, doi:10.1371/journal.pone.0151409.",12044378 ; 17951380 ; 26953931,,BA000033.2_1893263_1922552.fasta,,,
νSaγ,,,,Staphylococcus aureus subspecies aureus strain MW2,BA000033.2,,,,,"Baba, T., et al. ""Genome Sequence of Staphylococcus Aureus Strain Newman and Comparative Analysis of Staphylococcal Genomes: Polymorphism and Evolution of Two Major Pathogenicity Islands."" Journal of Bacteriology, vol. 190, no. 1, 2007, pp. 300-310., doi:10.1128/jb.01000-07. ; Moon, Bo Youn, et al. ""Mobilization of Genomic Islands of Staphylococcus Aureus by Temperate Bacteriophage."" Plos One, vol. 11, no. 3, 2016, doi:10.1371/journal.pone.0151409.",12044378 ; 17951380 ; 26953931,,,,,
υSaα,,,,Staphylococcus aureus subspecies aureus strain MW2,BA000033.2,,,,,"Baba, Tadashi, et al. ""Genome and Virulence Determinants of High Virulence Community-Acquired MRSA."" The Lancet, vol. 359, no. 9320, 2002, pp. 1819-1827., doi:10.1016/s0140-6736(02)08713-5.",12044378,,,,,
υSaβ,,,,Staphylococcus aureus subspecies aureus strain MW2,BA000033.2,,,,,"Baba, Tadashi, et al. ""Genome and Virulence Determinants of High Virulence Community-Acquired MRSA."" The Lancet, vol. 359, no. 9320, 2002, pp. 1819-1827., doi:10.1016/s0140-6736(02)08713-5.",12044378,,,,,
ϕSa1,,,,Staphylococcus aureus subspecies aureus strain MW2,BA000033.2,,,887316,,"Baba, Tadashi, et al. ""Genome and Virulence Determinants of High Virulence Community-Acquired MRSA."" The Lancet, vol. 359, no. 9320, 2002, pp. 1819-1827., doi:10.1016/s0140-6736(02)08713-5.",12044378,,,,,
ϕSa2,,,,Staphylococcus aureus subspecies aureus strain MW2,BA000033.2,,,1529381,1576859,"Baba, Tadashi, et al. ""Genome and Virulence Determinants of High Virulence Community-Acquired MRSA."" The Lancet, vol. 359, no. 9320, 2002, pp. 1819-1827., doi:10.1016/s0140-6736(02)08713-5.",12044378,,BA000033.2_1529381_1576859.fasta,,,
ϕSa3,,,,Staphylococcus aureus subspecies aureus strain MW2,BA000033.2,,,2046605,2088749,"Baba, Tadashi, et al. ""Genome and Virulence Determinants of High Virulence Community-Acquired MRSA."" The Lancet, vol. 359, no. 9320, 2002, pp. 1819-1827., doi:10.1016/s0140-6736(02)08713-5.",12044378,,BA000033.2_2046605_2088749.fasta,,,
SaPI4,,,,Staphylococcus aureus subspecies aureus strain MRSA252,,,15.1,,,"Holden, M. T. G., et al. ""Complete Genomes of Two Clinical Staphylococcus Aureus Strains: Evidence for the Rapid Evolution of Virulence and Drug Resistance."" Proceedings of the National Academy of Sciences, vol. 101, no. 26, 2004, pp. 9786-9791., doi:10.1073/pnas.0402521101. ; Subedi, A., et al. ""Sequence Analysis Reveals Genetic Exchanges and Intraspecific Spread of SaPI2, a Pathogenicity Island Involved in Menstrual Toxic Shock."" Microbiology, vol. 153, no. 10, 2007, pp. 3235-3245., doi:10.1099/mic.0.2007/006932-0.",15213324 ; 17906123 ,,,,,
SaPI1028,,,,Staphylococcus aureus subspecies aureus strain NY940,,,15.6,,,"Kwan, T., et al. ""The Complete Genomes and Proteomes of 27 Staphylococcus Aureus Bacteriophages."" Proceedings of the National Academy of Sciences, vol. 102, no. 14, 2005, pp. 5174-5179., doi:10.1073/pnas.0501140102. ; Subedi, A., et al. ""Sequence Analysis Reveals Genetic Exchanges and Intraspecific Spread of SaPI2, a Pathogenicity Island Involved in Menstrual Toxic Shock."" Microbiology, vol. 153, no. 10, 2007, pp. 3235-3245., doi:10.1099/mic.0.2007/006932-0.",15213324 ; 17906123 ,,,,,
SaPIbov1,,,,Staphylococcus aureus subspecies aureus strain RF122 νSa2,,,15.8,,,"Fitzgerald, J. R., et al. ""Characterization of a Putative Pathogenicity Island from Bovine Staphylococcus Aureus Encoding Multiple Superantigens."" Journal of Bacteriology, vol. 183, no. 1, 2001, pp. 63-70., doi:10.1128/jb.183.1.63-70.2001. ; Subedi, A., et al. ""Sequence Analysis Reveals Genetic Exchanges and Intraspecific Spread of SaPI2, a Pathogenicity Island Involved in Menstrual Toxic Shock."" Microbiology, vol. 153, no. 10, 2007, pp. 3235-3245., doi:10.1099/mic.0.2007/006932-0.",11114901 ; 17906123 ,,,,,
SaPIbov2,,,,Staphylococcus aureus subspecies aureus strain V329,,,27,,,"Subedi, A., et al. ""Sequence Analysis Reveals Genetic Exchanges and Intraspecific Spread of SaPI2, a Pathogenicity Island Involved in Menstrual Toxic Shock."" Microbiology, vol. 153, no. 10, 2007, pp. 3235-3245., doi:10.1099/mic.0.2007/006932-0. ; Úbeda, Carles, et al. ""Sip, an Integrase Protein with Excision, Circularization and Integration Activities, Defines a New Family of Mobile Staphylococcus Aureus Pathogenicity Islands."" Molecular Microbiology, vol. 49, no. 1, 2003, pp. 193-210., doi:10.1046/j.1365-2958.2003.03577.x.",17906123 ; 12823821,,,,,
SaPIm4,,,,Staphylococcus aureus subspecies aureus strain mu50:SaGIm νSa3 Type I,,,14.4,,,"Baba, Tadashi, et al. ""Genome and Virulence Determinants of High Virulence Community-Acquired MRSA."" The Lancet, vol. 359, no. 9320, 2002, pp. 1819-1827., doi:10.1016/s0140-6736(02)08713-5. ; Subedi, A., et al. ""Sequence Analysis Reveals Genetic Exchanges and Intraspecific Spread of SaPI2, a Pathogenicity Island Involved in Menstrual Toxic Shock."" Microbiology, vol. 153, no. 10, 2007, pp. 3235-3245., doi:10.1099/mic.0.2007/006932-0.",12044378 ; 17906123,,,,,
SaPImw2,,,,Staphylococcus aureus subspecies aureus strain mw2:νSa3 Type II,,,14.4,,,"Baba, Tadashi, et al. ""Genome and Virulence Determinants of High Virulence Community-Acquired MRSA."" The Lancet, vol. 359, no. 9320, 2002, pp. 1819-1827., doi:10.1016/s0140-6736(02)08713-5. ; Subedi, A., et al. ""Sequence Analysis Reveals Genetic Exchanges and Intraspecific Spread of SaPI2, a Pathogenicity Island Involved in Menstrual Toxic Shock."" Microbiology, vol. 153, no. 10, 2007, pp. 3235-3245., doi:10.1099/mic.0.2007/006932-0.",12044378 ; 17906123,,,,,
ShPI2,,,,Staphylococcus haemolyticus subspecies haemolyticus strain νSh2,,,16.6,,,"Subedi, A., et al. ""Sequence Analysis Reveals Genetic Exchanges and Intraspecific Spread of SaPI2, a Pathogenicity Island Involved in Menstrual Toxic Shock."" Microbiology, vol. 153, no. 10, 2007, pp. 3235-3245., doi:10.1099/mic.0.2007/006932-0. ; Takeuchi, F., et al. ""Whole-Genome Sequencing of Staphylococcus Haemolyticus Uncovers the Extreme Plasticity of Its Genome and the Evolution of Human-Colonizing Staphylococcal Species."" Journal of Bacteriology, vol. 187, no. 21, 2005, pp. 7292-7308., doi:10.1128/jb.187.21.7292-7308.2005.",17906123 ; 16237012 ,,,,,
SaPI3,,,,Staphylococcus aureus subspecies aureus strain COL νSa1,,,15.6,,,"Novick, Richard P., et al. ""Pathogenicity and Resistance Islands of Staphylococci."" Microbes and Infection, vol. 3, no. 7, 2001, pp. 585-594., doi:10.1016/s1286-4579(01)01414-9. ; Subedi, A., et al. ""Sequence Analysis Reveals Genetic Exchanges and Intraspecific Spread of SaPI2, a Pathogenicity Island Involved in Menstrual Toxic Shock."" Microbiology, vol. 153, no. 10, 2007, pp. 3235-3245., doi:10.1099/mic.0.2007/006932-0.",11418332; 17906123 ,,,,,
SaPI6,,,,Staphylococcus aureus subspecies aureus strain USA300,,,14,,,"Diep, Binh An, et al. ""Complete Genome Sequence of USA300, an Epidemic Clone of Community-Acquired Meticillin-Resistant Staphylococcus Aureus."" The Lancet, vol. 367, no. 9512, 2006, pp. 731-739., doi:10.1016/s0140-6736(06)68231-7. ; Subedi, A., et al. ""Sequence Analysis Reveals Genetic Exchanges and Intraspecific Spread of SaPI2, a Pathogenicity Island Involved in Menstrual Toxic Shock."" Microbiology, vol. 153, no. 10, 2007, pp. 3235-3245., doi:10.1099/mic.0.2007/006932-0.",16517273 ; 17906123 ,,,,,
SaPI6,,,,Staphylococcus aureus subspecies aureus strain 8325,,,3.14,,,"Baba, Tadashi, et al. ""Genome and Virulence Determinants of High Virulence Community-Acquired MRSA."" The Lancet, vol. 359, no. 9320, 2002, pp. 1819-1827., doi:10.1016/s0140-6736(02)08713-5. ; Subedi, A., et al. ""Sequence Analysis Reveals Genetic Exchanges and Intraspecific Spread of SaPI2, a Pathogenicity Island Involved in Menstrual Toxic Shock."" Microbiology, vol. 153, no. 10, 2007, pp. 3235-3245., doi:10.1099/mic.0.2007/006932-0.",12044378 ; 17906123,,,,,
SaPI6,,,,Staphylococcus aureus subspecies aureus strain USA300,,,3.14,,,"Baba, Tadashi, et al. ""Genome and Virulence Determinants of High Virulence Community-Acquired MRSA."" The Lancet, vol. 359, no. 9320, 2002, pp. 1819-1827., doi:10.1016/s0140-6736(02)08713-5. ; Subedi, A., et al. ""Sequence Analysis Reveals Genetic Exchanges and Intraspecific Spread of SaPI2, a Pathogenicity Island Involved in Menstrual Toxic Shock."" Microbiology, vol. 153, no. 10, 2007, pp. 3235-3245., doi:10.1099/mic.0.2007/006932-0.",12044378 ; 17906123,,,,,
SaPI6,,,,Staphylococcus aureus subspecies aureus strain mw2:νSa4 Type II,,,3.14,,,"Baba, Tadashi, et al. ""Genome and Virulence Determinants of High Virulence Community-Acquired MRSA."" The Lancet, vol. 359, no. 9320, 2002, pp. 1819-1827., doi:10.1016/s0140-6736(02)08713-5. ; Subedi, A., et al. ""Sequence Analysis Reveals Genetic Exchanges and Intraspecific Spread of SaPI2, a Pathogenicity Island Involved in Menstrual Toxic Shock."" Microbiology, vol. 153, no. 10, 2007, pp. 3235-3245., doi:10.1099/mic.0.2007/006932-0.",12044378 ; 17906123,,,,,
SsPI15305,,,,Staphylococcus saprophyticus subspecies saprophyticus strain 15305,,,17,,,"Kuroda, Makoto, et al. ""Whole Genome Sequencing of Meticillin-Resistant Staphylococcus Aureus."" The Lancet, vol. 357, no. 9264, 2001, pp. 1225-1240., doi:10.1016/s0140-6736(00)04403-2. ; Subedi, A., et al. ""Sequence Analysis Reveals Genetic Exchanges and Intraspecific Spread of SaPI2, a Pathogenicity Island Involved in Menstrual Toxic Shock."" Microbiology, vol. 153, no. 10, 2007, pp. 3235-3245., doi:10.1099/mic.0.2007/006932-0.",11418146 ; 17906123,,,,,
SsPI15305,,,,Staphylococcus saprophyticus subspecies saprophyticus strain νSs15305,,,17,,,"Kuroda, Makoto, et al. ""Whole Genome Sequencing of Meticillin-Resistant Staphylococcus Aureus."" The Lancet, vol. 357, no. 9264, 2001, pp. 1225-1240., doi:10.1016/s0140-6736(00)04403-2. ; Subedi, A., et al. ""Sequence Analysis Reveals Genetic Exchanges and Intraspecific Spread of SaPI2, a Pathogenicity Island Involved in Menstrual Toxic Shock."" Microbiology, vol. 153, no. 10, 2007, pp. 3235-3245., doi:10.1099/mic.0.2007/006932-0.",11418146 ; 17906123,,,,,
SaRIfusB,,,29.9,,,,16.7,,,"O'neill, A. J., et al. ""Characterization of the Epidemic European Fusidic Acid-Resistant Impetigo Clone of Staphylococcus Aureus."" Journal of Clinical Microbiology, vol. 45, no. 5, 2007, pp. 1505-1510., doi:10.1128/jcm.01984-06. ; Subedi, A., et al. ""Sequence Analysis Reveals Genetic Exchanges and Intraspecific Spread of SaPI2, a Pathogenicity Island Involved in Menstrual Toxic Shock."" Microbiology, vol. 153, no. 10, 2007, pp. 3235-3245., doi:10.1099/mic.0.2007/006932-0.",17344365 ; 17906123,,,,,
PBSX,Phage,,,bsub,NC_000964.1,,,1320040,1346149,https://doi.org/10.1099/13500872-142-8-2031,,,NC_000964.1_1320040_1346149_PBSX.fasta,,,
SPbeta,Phage,,,bsub,NC_000964.1,,,2151329,2285649,https://doi.org/10.1099/13500872-145-5-1055,,Updated Start(bp) and End(bp) according to Reference,NC_000964.1_2151329_2285649_SPbeta.fasta,,,
skin,Phage,,,bsub,NC_000964.1,,,2652262,2701023,https://doi.org/10.1099/13500872-141-2-323,,,NC_000964.1_2652262_2701023_skin_updated.fasta,,,
e14,Phage,"Encodes the sRNA co293 involved in the regulation of carbon metabolism",,ecoli,NC_000913.1,,,1195432,1210646,https://doi.org/10.1111/febs.15247,,,NC_000913.1_1195432_1210646_e14.fasta,,,
CP4-57,Phage,,,ecoli,NC_000913.1,,,2753956,2776007,doi: 10.1126/science.277.5331.1453,,,NC_000913.1_2753956_2776007_CP4-57.fasta,,,
CP4-6,Phage,"Includes the argF gene, a duplicate of the arginine biosynthesis pathway",,ecoli,NC_000913.1,,,262122,296489,doi: 10.1126/science.277.5331.1453,,,NC_000913.1_262122_296489_CP4-6.fasta,,,
CP4-44,Phage,,,ecoli,NC_000913.1,,,2064181,2077053,doi: 10.1126/science.277.5331.1453,,,NC_000913.1_2064181_2077053_CP4-44.fasta,,,
LEE,pathogenicity island,"Encodes genes necessary for the ""attaching and effacing (AE)"" mechanism. Encodes type III secretion system, secreted proteins (Esp) and the adehsin intimin. ",38.36,Atypical enteropathogenic Escherichia coli ,,AF022236.1,35.624,,,"Elliott, S.J., Wainwright, L.A., McDaniel, T.K., Jarvis, K.G., Deng, Y., Lai, L.-C., McNamara, B.P., Donnenberg, M.S. and Kaper, J.B. (1998), The complete sequence of the locus of enterocyte effacement (LEE) from enteropathogenic Escherichia coli E2348/69. Molecular Microbiology, 28: 1-4. https://doi.org/10.1046/j.1365-2958.1998.00783.x",,No specific strain named ; link: https://onlinelibrary.wiley.com/doi/full/10.1046/j.1365-2958.1998.00783.x,AF022236.1.fasta,,,
LEE,PAI,,,ecoli_O157,NC_002655.1,,,4648075,4694486,https://doi.org/10.1128/IAI.66.8.3810-3817.1998,,Updated Start(bp) and End(bp) according to Reference,NC_002655.1_4648075_4694486_LEE.fasta,,,
CP-933N,phage,,,ecoli_O157,NC_002655.1,,,1626722,1669479,https://doi.org/10.1111/j.1365-2958.2011.07650.x,,,NC_002655.1_1626722_1669479_CP933N.fasta,,,
CP-933V,phage,"Encodes the Stx1A and Stx1B subunits of the Shiga toxin",,ecoli_O157,NC_002655.1,,,2966380,3015012,https://doi.org/10.1128/AAC.49.3.931-944.2005,,Better ref might be: https://doi.org/10.1038/35054089 includes this GI and can see a mapped gene in the original coordinates (applies to all the CP-933_ GIs),NC_002655.1_2966380_3015012.fasta,,,
CP-933M,phage,,,ecoli_O157,NC_002655.1,,,1250521,1295458,https://doi.org/10.1111/j.1462-5822.2004.00459.x,,,NC_002655.1_1250521_1295458.fasta,,,
CP-933U,phage,,,ecoli_O157,NC_002655.1,,,2743221,2788346,https://doi.org/10.1111/j.1462-5822.2004.00459.x,,,NC_002655.1_2743221_2788346.fasta,,,
BP-933W,phage,"Contains stx2 Shiga toxin genes",,ecoli_O157,NC_002655.1,,,1330857,1391923,https://doi.org/10.1038/35054089,,,NC_002655.1_1330857_1391923_BP933W.fasta,,,
CP-933C,phage,,,ecoli_O157,NC_002655.1,,,1678706,1693737,https://doi.org/10.1038/35054089,,,NC_002655.1_1678706_1693737_CP933C.fasta,,,
CP-933X,phage,,,ecoli_O157,NC_002655.1,,,1702185,1752784,https://doi.org/10.1038/35054089,,,NC_002655.1_1702185_1752784_CP933X.fasta,,,
CP-933H&I,phage,,,ecoli_O157,NC_002655.1,,,300073,323112,https://doi.org/10.1038/35054089,,,NC_002655.1_300073_323112_CP933HI.fasta,,,
CP-933O,phage,,,ecoli_O157,NC_002655.1,,,1849487,1927638,https://doi.org/10.1038/35054089,,,NC_002655.1_1849487_1927638.fasta,,,
CP-933R,phage,,,ecoli_O157,NC_002655.1,,,2116353,2165693,https://doi.org/10.1038/35054089,,,NC_002655.1_2116353_2165693.fasta,,,
CP-933P,phage,,,ecoli_O157,NC_002655.1,,,2282948,2330171,https://doi.org/10.1038/35054089,,,NC_002655.1_2282948_2330171.fasta,,,
CP-933Y,phage,,,ecoli_O157,NC_002655.1,,,3550280,3558610,,,,NC_002655.1_3550280_3558610_CP933Y.fasta,,,
SpLE1,PAI,"Contains the genes TraT, Urease, TerR, Iha, AidA-I",,ecoli_O157n,NC_002695.1,,,1370456,1456704,https://doi.org/10.1016/S0966-842X(01)02173-4,,,NC_002695.1_1370456_1456704_SpLE1.fasta,,,
SpLE2,PAI,,,ecoli_O157n,NC_002695.1,,,2738079,2751537,https://doi.org/10.1016/S0966-842X(01)02173-4,,,NC_002695.1_2738079_2751537_SpLE2.fasta,,,
SpLE3,PAI,"Contains the genes PagC, ShET2, Efa1",,ecoli_O157n,NC_002695.1,,,3852036,3875489,https://doi.org/10.1016/S0966-842X(01)02173-4,,,NC_002695.1_3852036_3875489_SpLE3.fasta,,,
SpLE4,PAI,"Contains the LEE locus",,ecoli_O157n,NC_002695.1,,,4580864,4624313,https://doi.org/10.1016/S0966-842X(01)02173-4,,,NC_002695.1_4580864_4624313_SpLE4.fasta,,,
SpLE5,PAI,,,ecoli_O157n,NC_002695.1,,,5347085,5357319,https://doi.org/10.1016/S0966-842X(01)02173-4,,,NC_002695.1_5347085_5357319_SpLE5.fasta,,,
SpLE6,PAI,,,ecoli_O157n,NC_002695.1,,,5357371,5391518,https://doi.org/10.1016/S0966-842X(01)02173-4,,,NC_002695.1_5357371_5391518_SpLE6.fasta,,,
Sp1,phage,,,ecoli_O157n,NC_002695.1,,,300041,310626,https://doi.org/10.1016/S0966-842X(01)02173-4,,,NC_002695.1_300041_310626_Sp1.fasta,,,
Sp2,phage,,,ecoli_O157n,NC_002695.1,,,310627,323513,https://doi.org/10.1016/S0966-842X(01)02173-4,,,NC_002695.1_310627_323513_Sp2.fasta,,,
Sp3,phage,,,ecoli_O157n,NC_002695.1,,,891123,929708,https://doi.org/10.1016/S0966-842X(01)02173-4,,,NC_002695.1_891123_929708_Sp3.fasta,,,
Sp4,phage,"tRNAs (ileZ, argN and argO), SOD, Lom, EspF",,ecoli_O157n,NC_002695.1,,,1161091,1210740,https://doi.org/10.1016/S0966-842X(01)02173-4,,,NC_002695.1_1161091_1210740_Sp4.fasta,,,
Sp5,phage,"tRNAs (ileZ, argN and argO), Stx2, Lom, Bor",,ecoli_O157n,NC_002695.1,,,1246012,1308719,https://doi.org/10.1016/S0966-842X(01)02173-4,,,NC_002695.1_1246012_1308719_Sp5.fasta,,,
Sp6,phage,"SopA, YopM",,ecoli_O157n,NC_002695.1,,,1541470,1589892,https://doi.org/10.1016/S0966-842X(01)02173-4,,,NC_002695.1_1541470_1589892_Sp6.fasta,,,
Sp7,phage,,,ecoli_O157n,NC_002695.1,,,1594570,1610032,https://doi.org/10.1016/S0966-842X(01)02173-4,,,NC_002695.1_1594570_1610032_Sp7.fasta,,,
Sp8,phage,"EmrE, Bor, Lom, catalase",,ecoli_O157n,NC_002695.1,,,1618153,1665049,https://doi.org/10.1016/S0966-842X(01)02173-4,,,NC_002695.1_1618153_1665049_Sp8.fasta,,,
Sp9,phage,"tRNAs (ileZ, pseud and argO), Anm, Lom, TrcA",,ecoli_O157n,NC_002695.1,,,1757506,1815680,https://doi.org/10.1016/S0966-842X(01)02173-4,,,NC_002695.1_1757506_1815680_Sp9.fasta,,,
Sp10,phage,"tRNAs (ileZ, pseud and argO), SOD, Lom",,ecoli_O157n,NC_002695.1,,,1921414,1972525,https://doi.org/10.1016/S0966-842X(01)02173-4,,,NC_002695.1_1921414_1972525_Sp10.fasta,,,
Sp11,phage,"tRNAs (ileZ, pseud and argO), Lom",,ecoli_O157n,NC_002695.1,,,2158174,2203951,https://doi.org/10.1016/S0966-842X(01)02173-4,,,NC_002695.1_2158174_2203951_Sp11.fasta,,,
Sp12,phage,"tRNAs (ileZ, argN and argO), Lom",,ecoli_O157n,NC_002695.1,,,2203952,2250093,https://doi.org/10.1016/S0966-842X(01)02173-4,,,NC_002695.1_2203952_2250093_Sp12.fasta,,,
Sp13,phage,,,ecoli_O157n,NC_002695.1,,,2592901,2614020,https://doi.org/10.1016/S0966-842X(01)02173-4,,,NC_002695.1_2592901_2614020_Sp13.fasta,,,
Sp14,phage,"tRNAs(ileZ,argNandargO),EspF,Lom",,ecoli_O157n,NC_002695.1,,,2668007,2712035,https://doi.org/10.1016/S0966-842X(01)02173-4,,,NC_002695.1_2668007_2712035_Sp14.fasta,,,
Sp15,phage,"Stx1, Lom",,ecoli_O157n,NC_002695.1,,,2895926,2943804,https://doi.org/10.1016/S0966-842X(01)02173-4,,,NC_002695.1_2895926_2943804_Sp15.fasta,,,
Sp16,phage,,,ecoli_O157n,NC_002695.1,,,3192983,3201533,https://doi.org/10.1016/S0966-842X(01)02173-4,,,NC_002695.1_3192983_3201533_Sp16.fasta,,,
Sp17,phage,"TrcA",,ecoli_O157n,NC_002695.1,,,3475965,3500163,https://doi.org/10.1016/S0966-842X(01)02173-4,,,NC_002695.1_3475965_3500163_Sp17.fasta,,,
Sp18,phage,,,ecoli_O157n,NC_002695.1,,,5040843,5079601,https://doi.org/10.1016/S0966-842X(01)02173-4,,,NC_002695.1_5040843_5079601_Sp18.fasta,,,
CAG,PAI,,,hpyl,NC_000915.1,,,547328,583481,https://doi.org/10.1046/j.1365-2958.2001.02714.x,,,NC_000915.1_547328_583481_CAG.fasta,,,
CAG,PAI,,,hpyl99,NC_000921.1,,,510500,547108,https://doi.org/10.1038/16495,,,NC_000921.1_510500_547108_CAG.fasta,,,
A118,bacteriophage,"DNA packaging, structural proteins, cell lysis, lysogeny control, DNA replication/recombination/modification",36.1,Listeria monocytogenes WSLC1001,,AJ242593.1,40.834,1,40834,https://doi.org/10.1128/JB.01041-09,19783628,,A118_1_40834.fasta,,,
LIPI-1,PAI,,,Listeria monocytogenes,NC_003210.1,,,203640,214409,doi:10.1128/AEM.70.7.4256-4266.2004,,Changed name to LIPI-1 based on literature,NC_003210.1_203640_214409_LIPI-1.fasta,,,
